关卡基本数据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,敌人配置,,,,,,,,,,,,战斗关卡/宝箱奖励,,,,,宝箱关卡,,,,奖励配置,,,,,,,,,,,,,,,,,剧情,,音乐,战斗开始摄像机动画,,,"怪物ID
NOAN0004,诺亚方舟4,危机四伏,英雄们在人生地不熟的诺亚方舟上，前所未有的危机笼罩着英雄们，他们该何去何从。,I_Noahsark_4,S_NoahsArk_001,3,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,5,,B,1,9,,3B2,,3B5,3B4,3B5,,3B6,,,,,3B2005,,3B5005,3B4005,3B5005,,3B6005,,,45,505,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,2,,2621,,
NOAN0005,诺亚方舟5,船长黑胡子,占领诺亚方舟的海盗头目名叫黑胡子，他是一位穷凶极恶，臭名昭著的强盗，在海盗的世界里坐头把交椅！,I_Blackbeard,S_NoahsArk_001,4,2,关卡,SmallBoss,黑胡子2,"BEBHHZ0,",,10,5,"50,50,100,100,200",,6,,B,2,5,3B1,3B2,3B2,,EBHHZ0,3B3,,,,,,3B1006,3B2006,3B2006,,BEBHHZ0006,3B3006,,,,5,50,560,,"0,IM00;1,IP002,2","0,IM001,",,,,5,0,drop,NOAN0005,15,drop,hardsb1,0.3,物品,"IP002,2",0.2,,,,,,,,Bchuanzhangheihuzi,Bchuanzhangheihuzihou,A_BossFightMusic,0,,3137,,15
NOAN0006,诺亚方舟6,追击黑胡子,黑胡子战败逃跑，不肯交出诺亚方舟的指挥权，英雄们在庞大的诺亚方舟中寻找他的踪迹。,I_Noahsark_1,S_NoahsArk_001,0,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,6,,B,3,7,,3B2,,3B4,3B3,3B5,3B3,,,,,,3B2006,,3B4006,3B3006,3B5006,3B3006,,,,45,505,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Bzhuijiheihuzi,,A_CommonFightMusic,5,,2892,,
NOAN0007,诺亚方舟7,海盗的阻拦,海盗们比以前更加疯狂了，想必此刻守护他们船长的决心和信念激励着他们。,I_Noahsark_2,S_NoahsArk_001,1,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,7,,B,3,7,3B2,3B1,3B1,,3B4,,,,3B5,,,3B2007,3B1007,3B1007,,3B4007,,,,3B5007,,45,505,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,0,,3204,,
NOAN0008,诺亚方舟8,海盗的忠心,忠诚！信念！梦想！伟大的前方在吸引着他们！伟大的船长在鼓励着他们！,I_Noahsark_3,S_NoahsArk_001,2,3,关卡,Normal,,,,100,5,"50,50,100,100,200",,8,,B,4,6,3B1,3B2,3B2,,3B5,,,3B6,,,,3B1008,3B2008,3B2008,,3B5008,,,3B6008,,,45,725,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,3,,3435,,
NOAN0009,诺亚方舟9,危机关头,这里没有！哪里也没有，在这危机关头究竟应该如何寻找到黑胡子，如何取得诺亚方舟的控制权。,I_Noahsark_4,S_NoahsArk_001,3,3,关卡,Normal,,,,100,5,"50,50,100,100,200",,9,,B,1,3,,3B1,,,3B3,,3B3,3B6,3B5,,,,3B1009,,,3B3009,,3B3009,3B6009,3B5009,,45,725,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Bweijiguantou,,A_CommonFightMusic,2,,4131,,
NOAN0010,诺亚方舟10,巴哈姆特,英雄们还没有找到黑胡子的踪迹，万万没想到，还没找到黑胡子的踪迹，英雄们先遇到了一个奇怪的对手。,I_Bahamut,S_NoahsArk_001,4,3,BOSS,BigBoss,巴哈姆特2,"BEBBHMT0,",BBossBHMT,5,5,"50,50,100,100,200",,10,,B,5,8,2B1,2B1,2B2,,2B4,,,EBBHMT0,,,,2B1010,2B1010,2B2010,,2B4010,,,BEBBHMT0010,,8,70,1090,,"0,IM00;1,IP002,2","0,IM001,",,,,6,0,drop,NOAN0010,15,drop,hardbb1,0.3,物品,"IP002,2",0.2,,,,,,,,Bbahamute1,Bbahamute2,A_BossFightMusic,0,,6162,,15
,诺亚方舟，极难难度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,,,,,,,,,,,,,,,,,,,
NOAH0001,诺亚方舟1,初来乍到,因混沌力量引发的混乱引起了诸神的争斗，神力大大削减之际，有一队英雄尊从造物主的安排，降临在诺亚方舟之上。,I_Noahsark_1,S_NoahsArk_001,0,1,关卡,Normal,,,,100,5,"50,50,100,100,200",,1,,C,2,5,3C2,3C2,3C1,,3C3,3C4,,3C6,,,,3C2001,3C2001,3C1001,,3C3001,3C4001,,3C6001,,,45,315,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,Cnuoyafangzhou,,A_CommonFightMusic,5,,3032,,
NOAH0002,诺亚方舟2,遭遇海盗,英雄登船之时，诺亚方舟已被一伙儿海盗占领，海盗们以为英雄们是来抢夺船只的，因此悍不畏死的冲杀过来。,I_Noahsark_2,S_NoahsArk_001,1,1,关卡,Normal,,,,100,5,"50,50,100,100,200",,2,,C,3,7,3C1,,3C2,,3C3,3C5,3C3,,3C5,,,3C1002,,3C2002,,3C3002,3C5002,3C3002,,3C5002,,45,315,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,Czaoyuhaidao,,A_CommonFightMusic,0,,3573,,
NOAH0003,诺亚方舟3,疯狂海盗,疯狂的海盗奋勇冲杀，英雄们来不及解释自己的来意，便被海盗们一拥而上……,I_Noahsark_3,S_NoahsArk_001,2,1,关卡,Normal,,,,100,5,"50,50,100,100,200",,3,,C,1,3,3C1,3C1,3C2,,3C3,,3C3,,3C5,,,3C1003,3C1003,3C2003,,3C3003,,3C3003,,3C5003,,45,315,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,3,,4273,,
NOAH0004,诺亚方舟4,危机四伏,英雄们在人生地不熟的诺亚方舟上，前所未有的危机笼罩着英雄们，他们该何去何从。,I_Noahsark_4,S_NoahsArk_001,3,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,3,,C,4,6,,3C2,,3C3,,3C4,3C3,3C6,3C5,,,,3C2003,,3C3003,,3C4003,3C3003,3C6003,3C5003,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,2,,4149,,
NOAH0005,诺亚方舟5,阴险狡诈,海盗们向来杀人如麻，碰到如此强悍的对手大概也是第一次，但若是小瞧他们的阴险狡诈程度……,I_Noahsark_1,S_NoahsArk_001,0,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,4,,C,3,7,3C1,3C2,3C2,,3C5,,3C3,,3C5,,,3C1004,3C2004,3C2004,,3C5004,,3C3004,,3C5004,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,Cyinxiaojiaozha,,A_CommonFightMusic,5,,4901,,
NOAH0006,诺亚方舟6,威胁恐吓,海盗们理直气壮的威胁恐吓英雄们，因为他们之中还有一位传奇的伟大人物坐镇。,I_Noahsark_2,S_NoahsArk_001,1,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,5,,C,1,3,3C1,3C2,3C1,,3C3,,3C3,,3C5,,,3C1005,3C2005,3C1005,,3C3005,,3C3005,,3C5005,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,0,,6240,,
NOAH0007,诺亚方舟7,呼唤船长,海盗们的顽强超乎想象，,I_Noahsark_3,S_NoahsArk_001,2,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,5,,C,5,8,3C1,3C2,,3C3,3C4,3C5,3C3,,,,,3C1005,3C2005,,3C3005,3C4005,3C5005,3C3005,,,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,3,,6157,,
NOAH0008,诺亚方舟8,船长黑胡子,占领诺亚方舟的海盗头目名叫黑胡子，他是一位穷凶极恶，臭名昭著的强盗，在海盗的世界里坐头把交椅！,I_Blackbeard,S_NoahsArk_001,4,2,关卡,SmallBoss,黑胡子3,"CEBHHZ0,",,10,5,"50,50,100,100,200",,6,,C,2,5,,3C1,,3C4,3C5,3C3,3C3,EBHHZ0,,,,,3C1006,,3C4006,3C5006,3C3006,3C3006,CEBHHZ0006,,8,55,615,,"0,IM00;1,IP002,3","0,IM001,",,,,8,0,drop,NOAH0008,15,drop,hellsb1,0.245,物品,"IP002,3",0.2,,,,,,,,Cchuanzhangheihuzi,Cchuanzhangheihuzihou,A_BossFightMusic,0,,7135,,15
NOAH0009,诺亚方舟9,追击黑胡子,黑胡子战败逃跑，不肯交出诺亚方舟的指挥权，英雄们在庞大的诺亚方舟中寻找他的踪迹。,I_Noahsark_4,S_NoahsArk_001,3,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,6,,C,3,7,3C1,3C1,3C2,,3C3,,3C3,3C6,,,,3C1006,3C1006,3C2006,,3C3006,,3C3006,3C6006,,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,Czhuijiheihuzi,,A_CommonFightMusic,2,,6953,,
NOAH0010,诺亚方舟10,海盗的阻拦,海盗们比以前更加疯狂了，想必此刻守护他们船长的决心和信念激励着他们。,I_Noahsark_1,S_NoahsArk_001,0,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,7,,C,5,8,,3C1,,3C4,3C5,3C4,3C3,,3C5,,,,3C1007,,3C4007,3C5007,3C4007,3C3007,,3C5007,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,5,,7513,,
NOAH0011,诺亚方舟11,海盗的忠心,忠诚！信念！梦想！伟大的前方在吸引着他们！伟大的船长在鼓励着他们！,I_Noahsark_2,S_NoahsArk_001,1,2,关卡,Normal,,,,100,5,"50,50,100,100,200",,8,,C,1,3,3C1,3C2,3C2,,3C4,,3C3,,3C5,,,3C1008,3C2008,3C2008,,3C4008,,3C3008,,3C5008,,50,560,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,0,,8404,,
NOAH0012,诺亚方舟12,危机关头,这里没有！哪里也没有，在这危机关头究竟应该如何寻找到黑胡子，如何取得诺亚方舟的控制权。,I_Noahsark_3,S_NoahsArk_001,2,3,关卡,Normal,,,,100,5,"50,50,100,100,200",,8,,C,5,8,,3C1,,3C4,3C5,3C4,3C3,3C6,,,,,3C1008,,3C4008,3C5008,3C4008,3C3008,3C6008,,,50,800,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,Cweijiguantou,,A_CommonFightMusic,3,,8228,,
NOAH0013,诺亚方舟13,到处寻找,没有什么快捷办法能够解决眼前的危机，英雄们静下心来思考，努力去寻找。,I_Noahsark_4,S_NoahsArk_001,3,3,关卡,Normal,,,,100,5,"50,50,100,100,200",,9,,C,5,8,3C1,3C2,3C1,,3C5,,3C3,,3C5,,,3C1009,3C2009,3C1009,,3C5009,,3C3009,,3C5009,,50,800,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,2,,9188,,
NOAH0014,诺亚方舟14,危险的信号,英雄们虽然在努力的寻找，但危机四伏的诺亚方舟带给了他们强烈的不安感觉。,I_Noahsark_1,S_NoahsArk_001,0,3,关卡,Normal,,,,100,5,"50,50,100,100,200",,9,,C,3,7,,3C1,,3C3,3C4,3C5,,3C6,3C5,,,,3C1009,,3C3009,3C4009,3C5009,,3C6009,3C5009,,50,800,,,,,,,7,0,,,,drop,hell1,0.245,,,,,,,,,,,,,A_CommonFightMusic,5,,9016,,
NOAH0015,诺亚方舟15,巴哈姆特,英雄们还没有找到黑胡子的踪迹，万万没想到，还没找到黑胡子的踪迹，英雄们先遇到了一个奇怪的对手。,I_Bahamut,S_NoahsArk_001,4,3,BOSS,BigBoss,巴哈姆特3,"CEBBHMT0,",CBossBHMT,5,5,"50,50,100,100,200",,10,,C,2,5,2C1,2C2,2C2,,2C5,,2C3,EBBHMT0,,,,2C1010,2C2010,2C2010,,2C5010,,2C3010,CEBBHMT0010,,8,80,1200,,"0,IM00;1,IP002,3","0,IM001,",,,,9,0,drop,NOAH0015,15,drop,hellbb1,0.3,物品,"IP002,3",0.2,,,,,,,,Cbahamute1,Cbahamute2,A_BossFightMusic,0,,14627,,15
,亚特兰蒂斯，普通难度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,,,,,,,,,,,,,,,,,,,
ATL0001,亚特兰蒂斯1,沉入海底,英雄们被巴哈姆特传送回诺亚方舟时，遭遇了大风暴，因此沉入了海底，一个全新的世界就此打开。,I_Yatelandisi_1,S_Yatelandisi_001,0,4,关卡,Normal,,,,100,5,"50,50,100,100,200",,12,,A,4,6,12A1,12A2,,,,12A3,12A3,,,,,12A1012,12A2012,,,,12A3012,12A3012,,,,40,860,,,,,,,1,0,,,,drop,hellsb101,0.5,,,,,,,,,,,Ayatelandisi,,A_CommonFightMusic,1,,2891,,
ATL0002,亚特兰蒂斯2,戈尔贡来袭,海底的妖怪戈尔贡们发现了英雄们，因此前赴后继的接连来袭，为从天而降的美餐不懈努力着。,I_Yatelandisi_2,S_Yatelandisi_001,1,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,13,,A,4,6,12A2,,,12A3,12A3,12A5,,,,,,12A2013,,,12A3013,12A3013,12A5013,,,,,45,1060,,,,,,,1,0,,,,drop,hellsb101,0.5,,,,,,,,,,,Ageergonglaixi,,A_CommonFightMusic,3,,3040,,
ATL0003,亚特兰蒂斯3,美杜莎女王,戈尔贡们的首领美杜莎女王接到戈尔贡们的汇报，强势赶来助阵，她眼睛放出的光芒能使看到的人变成石头。,I_Medusa,S_Yatelandisi_001,4,5,关卡,SmallBoss,美杜莎1,"AEBMDS0,",,10,5,"50,50,100,100,200",,14,,A,3,7,12A2,,12A1,,,12A5,EBMDS0,,,,,12A2014,,12A1014,,,12A5014,AEBMDS0014,,,7,45,1170,3,"2,EQ40035,1;1,IP002,1","2,EQ40035,1,1",,,,2,0,drop,ATL0003,0.4,drop,hellsb101,0.5,物品,"IP002,1",0.2,,,,,,,,Ameidushanvwang,Ameidushanvwanghou,A_BossFightMusic,0,,3419,,0.4
ATL0004,亚特兰蒂斯4,晕头转向,美杜莎女王被击败后，非常没有骨气的逃走了。英雄们没戈尔贡们折腾的晕头转向，只能且行且珍惜。,I_Yatelandisi_3,S_Yatelandisi_001,2,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,15,,A,1,3,12A1,,,12A5,,12A4,,,12A5,,,12A1015,,,12A5015,,12A4015,,,12A5015,,45,1060,,,,,,,1,0,,,,drop,hellsb101,0.5,,,,,,,,,,,Ayuntouzhuanxiang,,A_CommonFightMusic,0,,3530,,
ATL0005,亚特兰蒂斯5,戈尔贡袭击,到底应该漫无目的的向着一个方向进发，还是先找到诺亚方舟这艘船，英雄们面临一个艰难的抉择。,I_Yatelandisi_4,S_Yatelandisi_001,3,6,关卡,Normal,,,,100,5,"50,50,100,100,200",,15,,A,4,6,,12A2,,,12A3,,12A3,,12A5,,,,12A2015,,,12A3015,,12A3015,,12A5015,,45,1260,,,,,,,1,0,,,,drop,hellsb101,0.5,,,,,,,,,,,,,A_CommonFightMusic,3,,3539,,
ATL0006,亚特兰蒂斯6,海皇波塞冬,事实证明，英雄认为美杜莎女王是逃走了的想法实在是太天真了。她找来了一个强力的帮手……,I_Poseidon,S_Yatelandisi_001,4,6,关卡,BigBoss,波塞冬1,"AEBPSD0,EBMDS0,",,5,5,"50,50,100,100,200",,16,,A,4,6,12A2,,12A1,,EBPSD0,,,EBMDS0,,,,12A2016,,12A1016,,AEBPSD0016,,,AEBMDS0016,,5,55,1515,5,"2,EQ30011,1;1,IP002,1","2,EQ30011,1,1",,,,3,0,drop,ATL0006,0.4,drop,hellsb101,0.5,物品,"IP002,1",0.2,,,,,,,,Ahaihuangbosaidong,Abosaidongzhanhou,A_BossFightMusic,0,,4243,,0.4
,亚特兰蒂斯，困难难度,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,item,,,,,,,,,,,,,,,,,,,,
ATLN0001,亚特兰蒂斯1,沉入海底,英雄们被巴哈姆特传送回诺亚方舟时，遭遇了大风暴，因此沉入了海底，一个全新的世界就此打开。,I_Yatelandisi_1,S_Yatelandisi_001,0,4,关卡,Normal,,,,100,5,"50,50,100,100,200",,12,,B,3,7,,12B2,,12B4,12B5,12B3,,12B6,,,,,12B2012,,12B4012,12B5012,12B3012,,12B6012,,,45,945,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Byatelandisi,,A_CommonFightMusic,1,,5582,,
ATLN0002,亚特兰蒂斯2,戈尔贡来袭,海底的妖怪戈尔贡们发现了英雄们，因此前赴后继的接连来袭，为从天而降的美餐不懈努力着。,I_Yatelandisi_2,S_Yatelandisi_001,1,4,关卡,Normal,,,,100,5,"50,50,100,100,200",,13,,B,2,8,12B1,,12B2,12B4,,12B3,,12B6,,,,12B1013,,12B2013,12B4013,,12B3013,,12B6013,,,45,945,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Bgeergonglaixi,,A_CommonFightMusic,3,,5913,,
ATLN0003,亚特兰蒂斯3,疯狂戈尔贡,从天而降的肉令戈尔贡们疯狂了，他们异常兴奋的冲了过来，英雄们只能应战。,I_Yatelandisi_3,S_Yatelandisi_001,2,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,13,,B,5,8,,12B2,,12B3,12B4,12B5,,,12B5,,,,12B2013,,12B3013,12B4013,12B5013,,,12B5013,,45,1170,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,0,,5913,,
ATLN0004,亚特兰蒂斯4,愤怒戈尔贡,肉在眼前却吃不到嘴里，戈尔贡们出离的愤怒了！他们大声嘶吼着冲了上来。,I_Yatelandisi_4,S_Yatelandisi_001,3,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,13,,B,5,8,,12B1,,12B3,,12B5,12B3,,12B5,,,,12B1013,,12B3013,,12B5013,12B3013,,12B5013,,45,1170,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,3,,5916,,
ATLN0005,亚特兰蒂斯5,狡诈戈尔贡,戈尔贡们狡诈狡猾，并不会因为失败而气馁，他们讲究策略，追求极致。,I_Yatelandisi_1,S_Yatelandisi_001,0,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,14,,B,4,6,12B1,,12B1,,12B4,,12B3,,12B5,,,12B1014,,12B1014,,12B4014,,12B3014,,12B5014,,45,1170,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Bjiaozhageergong,,A_CommonFightMusic,1,,6250,,
ATLN0006,亚特兰蒂斯6,美杜莎女王,戈尔贡们的首领美杜莎女王接到戈尔贡们的汇报，强势赶来助阵，她眼睛放出的光芒能使看到的人变成石头。,I_Medusa,S_Yatelandisi_001,4,5,关卡,SmallBoss,美杜莎2,"BEBMDS0,",,10,5,"50,50,100,100,200",,14,,B,1,3,12B2,,12B1,,12B3,,12B3,,EBMDS0,,,12B2014,,12B1014,,12B3014,,12B3014,,BEBMDS0014,9,50,1285,,"0,IM00;1,IP002,2","0,IM001,",,,,5,0,drop,ATLN0006,15,drop,hardsb1,0.3,物品,"IP002,2",0.2,,,,,,,,Bmeidushanvwang,Bmeidushanvwanghou,A_BossFightMusic,0,,7009,,15
ATLN0007,亚特兰蒂斯7,晕头转向,美杜莎女王被击败后，非常没有骨气的逃走了。英雄们没戈尔贡们折腾的晕头转向，只能且行且珍惜。,I_Yatelandisi_2,S_Yatelandisi_001,1,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,15,,B,4,6,12B2,,12B1,,12B5,,12B3,,12B5,,,12B2015,,12B1015,,12B5015,,12B3015,,12B5015,,45,1170,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,Byuntouzhuanxiang,,A_CommonFightMusic,3,,6974,,
ATLN0008,亚特兰蒂斯8,戈尔贡袭击,到底应该漫无目的的向着一个方向进发，还是先找到诺亚方舟这艘船，英雄们面临一个艰难的抉择。,I_Yatelandisi_3,S_Yatelandisi_001,2,5,关卡,Normal,,,,100,5,"50,50,100,100,200",,15,,B,3,7,,12B2,,12B5,12B3,12B5,,12B6,,,,,12B2015,,12B5015,12B3015,12B5015,,12B6015,,,45,1170,,,,,,,4,0,,,,drop,hard1,0.375,,,,,,,,,,,,,A_CommonFightMusic,0,,6960,,
